dt,open,high,low,close,volume
2021-07-23,3.672e-05,3.681e-05,3.574e-05,3.591e-05,23138663.0
2021-07-24,3.59e-05,3.626e-05,3.558e-05,3.599e-05,21223325.0
2021-07-25,3.6e-05,3.604e-05,3.471e-05,3.471e-05,17324461.0
2021-07-26,3.471e-05,3.624e-05,3.266e-05,3.369e-05,63992710.0
2021-07-27,3.369e-05,3.428e-05,3.241e-05,3.243e-05,36312033.0
2021-07-28,3.243e-05,3.279e-05,3.17e-05,3.217e-05,32741938.0
2021-07-29,3.217e-05,3.272e-05,3.16e-05,3.213e-05,28206525.0
2021-07-30,3.213e-05,3.297e-05,3.089e-05,3.105e-05,32101993.0
2021-07-31,3.106e-05,3.187e-05,3.097e-05,3.183e-05,18367525.0
2021-08-01,3.182e-05,3.307e-05,3.172e-05,3.298e-05,38075034.0
2021-08-02,3.297e-05,3.369e-05,3.274e-05,3.343e-05,28170393.0
2021-08-03,3.343e-05,3.613e-05,3.315e-05,3.584e-05,38563576.0
2021-08-04,3.585e-05,3.592e-05,3.448e-05,3.465e-05,26951708.0
2021-08-05,3.465e-05,3.59e-05,3.373e-05,3.392e-05,27065307.0
2021-08-06,3.392e-05,3.438e-05,3.265e-05,3.274e-05,32193638.0
2021-08-07,3.274e-05,3.388e-05,3.266e-05,3.304e-05,36338271.0
2021-08-08,3.303e-05,3.331e-05,3.229e-05,3.254e-05,27336907.0
2021-08-09,3.255e-05,3.281e-05,3.181e-05,3.188e-05,28912673.0
2021-08-10,3.188e-05,3.72e-05,3.166e-05,3.681e-05,62157496.0
2021-08-11,3.681e-05,4.084e-05,3.661e-05,3.939e-05,87599672.0
2021-08-12,3.94e-05,4.127e-05,3.822e-05,4.127e-05,65788081.0
2021-08-13,4.126e-05,4.5e-05,4.118e-05,4.473e-05,98471135.0
2021-08-14,4.473e-05,4.75e-05,4.394e-05,4.648e-05,104975652.0
2021-08-15,4.648e-05,4.765e-05,4.44e-05,4.613e-05,55240934.0
2021-08-16,4.614e-05,4.641e-05,4.458e-05,4.514e-05,47682637.0
2021-08-17,4.513e-05,4.61e-05,4.287e-05,4.305e-05,51318358.0
2021-08-18,4.304e-05,4.804e-05,4.233e-05,4.708e-05,77640537.0
2021-08-19,4.708e-05,5.258e-05,4.621e-05,5.222e-05,132848323.0
2021-08-20,5.219e-05,5.417e-05,4.917e-05,4.978e-05,110998061.0
2021-08-21,4.978e-05,5.186e-05,4.876e-05,4.988e-05,46418914.0
2021-08-22,4.986e-05,5.52e-05,4.984e-05,5.495e-05,88047533.0
2021-08-23,5.495e-05,5.99e-05,5.38e-05,5.89e-05,123192847.0
2021-08-24,5.889e-05,5.934e-05,5.413e-05,5.704e-05,104478471.0
2021-08-25,5.703e-05,5.801e-05,5.502e-05,5.594e-05,80288205.0
2021-08-26,5.593e-05,5.652e-05,5.276e-05,5.399e-05,75493580.5
2021-08-27,5.399e-05,6.013e-05,5.369e-05,6.003e-05,94240758.7
2021-08-28,6.004e-05,6.006e-05,5.733e-05,5.824e-05,44939893.0
2021-08-29,5.825e-05,6.05e-05,5.678e-05,5.845e-05,55380002.3
2021-08-30,5.846e-05,5.934e-05,5.73e-05,5.82e-05,49599612.7
2021-08-31,5.82e-05,6e-05,5.783e-05,5.875e-05,53876346.8
2021-09-01,5.876e-05,5.992e-05,5.836e-05,5.879e-05,46980296.2
2021-09-02,5.878e-05,6.271e-05,5.814e-05,6.009e-05,85133012.6
2021-09-03,6.009e-05,6.044e-05,5.791e-05,5.932e-05,50110753.8
2021-09-04,5.933e-05,5.938e-05,5.635e-05,5.672e-05,46366785.2
2021-09-05,5.672e-05,5.818e-05,5.6e-05,5.624e-05,42947713.9
2021-09-06,5.624e-05,5.648e-05,5.356e-05,5.379e-05,48349509.6
2021-09-07,5.379e-05,5.462e-05,4.601e-05,5.365e-05,174343981.3
2021-09-08,5.364e-05,5.504e-05,4.94e-05,5.363e-05,102872768.3
2021-09-09,5.365e-05,5.662e-05,5.243e-05,5.427e-05,57825114.5
2021-09-10,5.427e-05,5.509e-05,5.068e-05,5.316e-05,45620834.7
2021-09-11,5.316e-05,6.147e-05,5.277e-05,5.838e-05,97962694.3
2021-09-12,5.839e-05,6.084e-05,5.569e-05,5.606e-05,73867269.9
2021-09-13,5.607e-05,5.615e-05,5.218e-05,5.344e-05,56955453.7
2021-09-14,5.344e-05,5.36e-05,5.012e-05,5.088e-05,40696931.8
2021-09-15,5.088e-05,5.364e-05,5.006e-05,5.205e-05,52944293.5
2021-09-16,5.204e-05,5.244e-05,5.046e-05,5.062e-05,30621442.9
2021-09-17,5.063e-05,5.085e-05,4.92e-05,4.967e-05,23079376.4
2021-09-18,4.967e-05,5.009e-05,4.889e-05,4.909e-05,22867614.7
2021-09-19,4.909e-05,4.975e-05,4.809e-05,4.831e-05,25694242.9
2021-09-20,4.832e-05,4.955e-05,4.644e-05,4.836e-05,69412832.5
2021-09-21,4.836e-05,5.145e-05,4.776e-05,4.879e-05,80362298.4
2021-09-22,4.878e-05,5.2e-05,4.816e-05,5.182e-05,46607053.3
2021-09-23,5.183e-05,5.229e-05,5.016e-05,5.186e-05,32079840.7
2021-09-24,5.187e-05,5.542e-05,5.03e-05,5.319e-05,123244431.4
2021-09-25,5.319e-05,5.754e-05,5.303e-05,5.39e-05,67193324.2
2021-09-26,5.39e-05,5.39e-05,5.093e-05,5.113e-05,39076425.8
2021-09-27,5.112e-05,5.17e-05,4.992e-05,5.054e-05,26622147.5
2021-09-28,5.054e-05,5.102e-05,4.906e-05,4.964e-05,23897004.7
2021-09-29,4.964e-05,5.051e-05,4.909e-05,4.972e-05,19379499.2
2021-09-30,4.973e-05,4.973e-05,4.8e-05,4.827e-05,16945613.7
2021-10-01,4.827e-05,4.868e-05,4.625e-05,4.687e-05,29911214.0
2021-10-02,4.686e-05,4.837e-05,4.619e-05,4.717e-05,24878030.0
2021-10-03,4.719e-05,4.777e-05,4.65e-05,4.67e-05,21096625.7
2021-10-04,4.672e-05,4.674e-05,4.429e-05,4.451e-05,28540964.8
2021-10-05,4.451e-05,4.528e-05,4.31e-05,4.337e-05,26365312.9
